ID,average_screen_time,predicted_well_being
1000186,0.8125,49.1596783552559
1000187,2.125,47.8119954048725
1000188,1.75,48.19704767641061
1000191,3.0,46.9135401046169
1000192,3.25,46.656838590258154
1000193,2.125,47.8119954048725
1000194,0.625,49.352204491024956
1000196,1.875,48.06869691923124
1000197,2.125,47.8119954048725
1000198,1.1875,48.774626083717784
1000199,4.75,45.1166295041057
1000200,3.875,46.0150848043613
1000201,1.25,48.710450705128096
1000202,1.375,48.58209994794873
1000203,2.875,47.04189086179627
1000204,2.0,47.94034616205187
1000205,3.0,46.9135401046169
1000206,2.5,47.42694313333438
1000207,2.75,47.170241618975645
1000208,1.375,48.58209994794873
1000209,2.625,47.298592376155014
1000210,2.5625,47.362767754744695
1000211,1.125,48.838801462307465
1000212,3.0,46.9135401046169
1000213,1.5625,48.38957381217967
1000214,2.875,47.04189086179627
1000215,1.0,48.96715221948684
1000216,1.1875,48.774626083717784
1000218,1.1875,48.774626083717784
1000219,2.25,47.68364464769313
1000221,3.3125,46.59266321166847
1000222,2.9375,46.97771548320659
1000223,1.8125,48.132872297820924
1000224,1.6875,48.2612230550003
1000225,0.75,49.22385373384558
1000226,0.875,49.09550297666621
1000228,3.625,46.271786318720046
1000229,1.625,48.32539843358998
1000230,1.375,48.58209994794873
1000231,0.75,49.22385373384558
1000232,3.4375,46.4643124544891
1000234,1.5625,48.38957381217967
1000235,1.6875,48.2612230550003
1000236,1.75,48.19704767641061
1000237,1.5,48.45374919076936
1000238,0.8125,49.1596783552559
1000239,2.6875,47.234416997565326
1000240,3.0625,46.84936472602721
1000241,4.5,45.37333101846444
1000242,1.4375,48.51792456935904
1000244,1.75,48.19704767641061
1000245,2.75,47.170241618975645
1000246,1.4375,48.51792456935904
1000247,3.25,46.656838590258154
1000248,2.5625,47.362767754744695
1000249,1.125,48.838801462307465
1000250,1.125,48.838801462307465
1000251,1.75,48.19704767641061
1000252,1.4375,48.51792456935904
1000253,0.75,49.22385373384558
1000254,2.0625,47.876170783462186
1000255,4.125,45.758383290002556
1000256,1.25,48.710450705128096
1000257,2.3125,47.61946926910344
1000258,0.875,49.09550297666621
1000259,3.25,46.656838590258154
1000260,2.75,47.170241618975645
1000261,3.5625,46.33596169730973
1000262,2.875,47.04189086179627
1000263,1.4375,48.51792456935904
1000264,5.125,44.73157723256759
1000265,1.75,48.19704767641061
1000266,0.75,49.22385373384558
1000267,2.0625,47.876170783462186
1000268,2.6875,47.234416997565326
1000269,1.875,48.06869691923124
1000270,2.3125,47.61946926910344
1000271,1.375,48.58209994794873
1000272,1.5,48.45374919076936
1000273,1.5625,48.38957381217967
1000274,1.125,48.838801462307465
1000277,1.3125,48.64627532653841
1000279,2.125,47.8119954048725
1000280,2.125,47.8119954048725
1000281,2.5,47.42694313333438
1000282,2.5,47.42694313333438
1000284,1.4375,48.51792456935904
1000285,1.625,48.32539843358998
1000286,1.625,48.32539843358998
1000288,5.0,44.85992798974696
1000290,3.75,46.14343556154067
1000291,3.375,46.528487833078785
1000292,0.875,49.09550297666621
1000296,0.875,49.09550297666621
1000299,1.375,48.58209994794873
1000300,2.0625,47.876170783462186
1000302,2.375,47.55529389051375
1000303,1.375,48.58209994794873
1000305,1.1875,48.774626083717784
1000306,3.0,46.9135401046169
1000307,2.125,47.8119954048725
1000310,2.25,47.68364464769313
1000311,1.75,48.19704767641061
1000312,2.125,47.8119954048725
1000313,2.375,47.55529389051375
1000314,1.25,48.710450705128096
1000315,2.375,47.55529389051375
1000316,3.0,46.9135401046169
1000318,2.125,47.8119954048725
1000319,3.0625,46.84936472602721
1000320,1.625,48.32539843358998
1000322,1.875,48.06869691923124
1000323,1.5,48.45374919076936
1000324,2.125,47.8119954048725
1000325,2.5,47.42694313333438
1000326,2.375,47.55529389051375
1000327,4.375,45.50168177564382
1000328,0.9375,49.03132759807652
1000329,2.5,47.42694313333438
1000330,1.375,48.58209994794873
1000331,2.125,47.8119954048725
1000332,1.625,48.32539843358998
1000333,1.375,48.58209994794873
1000334,1.375,48.58209994794873
1000335,2.25,47.68364464769313
1000337,1.9375,48.004521540641555
1000338,2.25,47.68364464769313
1000339,0.3125,49.67308138397338
1000340,2.375,47.55529389051375
1000341,4.25,45.630032532823186
1000342,1.75,48.19704767641061
1000343,5.5,44.34652496102947
1000344,1.5,48.45374919076936
1000345,1.5625,48.38957381217967
1000346,0.9375,49.03132759807652
1000347,3.875,46.0150848043613
1000348,1.5625,48.38957381217967
1000349,1.4375,48.51792456935904
1000350,3.5,46.400137075899416
1000351,2.8125,47.10606624038596
1000352,2.5625,47.362767754744695
1000353,3.0,46.9135401046169
1000355,5.625,44.218174203850104
1000357,4.125,45.758383290002556
1000358,1.5625,48.38957381217967
1000359,1.3125,48.64627532653841
1000360,1.125,48.838801462307465
1000361,0.5,49.480555248204325
1000362,1.1875,48.774626083717784
1000363,1.3125,48.64627532653841
1000364,4.0,45.88673404718193
1000366,1.8125,48.132872297820924
1000367,2.125,47.8119954048725
1000369,4.25,45.630032532823186
1000370,3.75,46.14343556154067
1000371,1.8125,48.132872297820924
1000372,2.75,47.170241618975645
1000373,2.0625,47.876170783462186
1000374,3.0,46.9135401046169
1000375,4.875,44.98827874692633
1000376,1.8125,48.132872297820924
1000377,1.75,48.19704767641061
1000378,3.625,46.271786318720046
1000379,2.5,47.42694313333438
1000380,1.625,48.32539843358998
1000381,1.75,48.19704767641061
1000382,1.75,48.19704767641061
1000384,3.125,46.78518934743753
1000385,2.9375,46.97771548320659
1000386,1.1875,48.774626083717784
1000387,4.5,45.37333101846444
1000388,1.5,48.45374919076936
1000389,2.4375,47.49111851192407
1000390,2.3125,47.61946926910344
1000391,2.0,47.94034616205187
1000392,3.125,46.78518934743753
1000393,0.375,49.608906005383695
1000397,1.1875,48.774626083717784
1000398,3.0,46.9135401046169
1000399,5.0,44.85992798974696
1000400,2.5,47.42694313333438
1000401,1.875,48.06869691923124
1000402,2.875,47.04189086179627
1000403,1.875,48.06869691923124
1000404,1.3125,48.64627532653841
1000405,1.25,48.710450705128096
1000408,2.5,47.42694313333438
1000409,2.125,47.8119954048725
1000411,3.875,46.0150848043613
1000412,1.25,48.710450705128096
1000416,1.625,48.32539843358998
1000418,3.625,46.271786318720046
1000419,2.25,47.68364464769313
1000420,1.1875,48.774626083717784
1000424,3.875,46.0150848043613
1000425,3.0,46.9135401046169
1000426,1.375,48.58209994794873
1000427,3.25,46.656838590258154
1000428,2.625,47.298592376155014
1000429,4.0,45.88673404718193
1000430,1.25,48.710450705128096
1000431,3.3125,46.59266321166847
1000432,3.125,46.78518934743753
1000433,3.3125,46.59266321166847
1000434,3.25,46.656838590258154
1000435,1.0,48.96715221948684
1000436,3.5,46.400137075899416
1000437,2.625,47.298592376155014
1000438,2.375,47.55529389051375
1000439,0.75,49.22385373384558
1000440,1.0,48.96715221948684
1000441,2.0,47.94034616205187
1000442,1.25,48.710450705128096
1000445,2.5,47.42694313333438
1000446,0.5,49.480555248204325
1000447,1.0625,48.90297684089715
1000448,1.9375,48.004521540641555
1000449,2.375,47.55529389051375
1000450,0.6875,49.28802911243527
1000451,2.625,47.298592376155014
1000452,1.8125,48.132872297820924
1000453,1.625,48.32539843358998
1000454,3.5,46.400137075899416
1000455,3.0,46.9135401046169
1000456,1.5625,48.38957381217967
1000457,0.8125,49.1596783552559
1000458,3.375,46.528487833078785
1000459,1.9375,48.004521540641555
1000460,4.3125,45.5658571542335
1000461,2.0,47.94034616205187
1000462,4.125,45.758383290002556
1000463,1.25,48.710450705128096
1000465,1.6875,48.2612230550003
1000466,2.125,47.8119954048725
1000467,2.5625,47.362767754744695
1000468,3.0625,46.84936472602721
1000469,4.1875,45.694207911412875
1000470,2.0625,47.876170783462186
1000471,1.4375,48.51792456935904
1000472,2.875,47.04189086179627
1000474,3.625,46.271786318720046
1000475,1.6875,48.2612230550003
1000476,3.125,46.78518934743753
1000477,5.5,44.34652496102947
1000478,3.625,46.271786318720046
1000479,3.3125,46.59266321166847
1000480,2.875,47.04189086179627
1000482,4.375,45.50168177564382
1000483,0.25,49.737256762563064
1000484,2.1875,47.74782002628281
1000485,2.375,47.55529389051375
1000486,1.4375,48.51792456935904
1000487,3.375,46.528487833078785
1000488,4.8125,45.052454125516014
1000489,2.75,47.170241618975645
1000490,0.5,49.480555248204325
1000491,1.875,48.06869691923124
1000492,0.5625,49.41637986961464
1000493,3.625,46.271786318720046
1000494,2.625,47.298592376155014
1000495,2.625,47.298592376155014
1000496,1.75,48.19704767641061
1000497,3.0,46.9135401046169
1000498,5.25,44.60322647538822
1000500,3.5,46.400137075899416
1000501,4.0,45.88673404718193
1000502,2.75,47.170241618975645
1000503,4.0,45.88673404718193
1000505,1.25,48.710450705128096
1000506,3.375,46.528487833078785
1000507,2.125,47.8119954048725
1000508,3.25,46.656838590258154
1000509,2.25,47.68364464769313
1000510,1.875,48.06869691923124
1000511,2.5625,47.362767754744695
1000512,6.0,43.83312193231199
1000513,1.5,48.45374919076936
1000515,4.375,45.50168177564382
1000516,1.875,48.06869691923124
1000519,3.1875,46.72101396884784
1000520,1.875,48.06869691923124
1000521,5.25,44.60322647538822
1000522,3.75,46.14343556154067
1000524,2.1875,47.74782002628281
1000525,3.25,46.656838590258154
1000526,2.5625,47.362767754744695
1000527,1.75,48.19704767641061
1000528,1.25,48.710450705128096
1000529,2.5625,47.362767754744695
1000530,3.625,46.271786318720046
1000532,1.8125,48.132872297820924
1000533,1.25,48.710450705128096
1000536,2.3125,47.61946926910344
1000538,3.0,46.9135401046169
1000539,1.8125,48.132872297820924
1000540,2.875,47.04189086179627
1000541,1.375,48.58209994794873
1000542,5.375,44.47487571820884
1000543,2.125,47.8119954048725
1000546,2.5625,47.362767754744695
1000547,3.3125,46.59266321166847
1000548,1.9375,48.004521540641555
1000549,3.25,46.656838590258154
1000550,4.5,45.37333101846444
1000551,2.5,47.42694313333438
1000552,2.0,47.94034616205187
1000555,1.0625,48.90297684089715
1000556,4.0,45.88673404718193
1000558,2.875,47.04189086179627
1000559,4.375,45.50168177564382
1000560,4.5,45.37333101846444
1000561,4.75,45.1166295041057
1000562,1.875,48.06869691923124
1000563,2.625,47.298592376155014
1000564,2.375,47.55529389051375
1000565,2.75,47.170241618975645
1000567,4.125,45.758383290002556
1000568,3.0,46.9135401046169
1000569,3.5,46.400137075899416
1000570,2.375,47.55529389051375
1000571,3.375,46.528487833078785
1000572,1.625,48.32539843358998
1000573,2.5,47.42694313333438
1000574,4.625,45.24498026128507
1000575,2.75,47.170241618975645
1000576,3.375,46.528487833078785
1000577,1.8125,48.132872297820924
1000578,4.625,45.24498026128507
1000579,2.125,47.8119954048725
1000580,3.375,46.528487833078785
1000581,1.625,48.32539843358998
1000582,2.125,47.8119954048725
1000584,5.0,44.85992798974696
1000585,2.6875,47.234416997565326
1000586,1.875,48.06869691923124
1000587,3.1875,46.72101396884784
1000588,2.0,47.94034616205187
1000589,5.4375,44.41070033961916
1000590,4.0,45.88673404718193
1000591,4.875,44.98827874692633
1000592,3.625,46.271786318720046
1000593,1.5625,48.38957381217967
1000594,1.125,48.838801462307465
1000595,0.9375,49.03132759807652
1000596,1.3125,48.64627532653841
1000597,2.4375,47.49111851192407
1000598,1.3125,48.64627532653841
1000599,0.75,49.22385373384558
1000601,1.125,48.838801462307465
1000602,2.5,47.42694313333438
1000604,3.125,46.78518934743753
1000605,4.25,45.630032532823186
1000607,2.0,47.94034616205187
1000608,2.1875,47.74782002628281
1000609,3.125,46.78518934743753
1000610,0.875,49.09550297666621
1000611,3.375,46.528487833078785
1000612,4.0,45.88673404718193
1000613,3.8125,46.07926018295099
1000614,2.25,47.68364464769313
1000615,3.875,46.0150848043613
1000616,2.5,47.42694313333438
1000617,0.75,49.22385373384558
1000618,5.0625,44.795752611157276
1000620,1.875,48.06869691923124
1000622,4.375,45.50168177564382
1000623,3.125,46.78518934743753
1000624,2.5625,47.362767754744695
1000625,1.9375,48.004521540641555
1000627,2.625,47.298592376155014
1000628,0.875,49.09550297666621
1000629,3.5,46.400137075899416
1000630,3.0,46.9135401046169
1000632,4.5,45.37333101846444
1000633,3.3125,46.59266321166847
1000635,0.875,49.09550297666621
1000636,2.5,47.42694313333438
1000637,5.25,44.60322647538822
1000638,1.875,48.06869691923124
1000639,3.1875,46.72101396884784
1000640,2.75,47.170241618975645
1000641,2.875,47.04189086179627
1000642,1.875,48.06869691923124
1000643,2.8125,47.10606624038596
1000644,2.375,47.55529389051375
1000645,2.125,47.8119954048725
1000646,3.375,46.528487833078785
1000647,2.375,47.55529389051375
1000648,1.375,48.58209994794873
1000649,4.4375,45.43750639705413
1000650,1.9375,48.004521540641555
1000652,2.6875,47.234416997565326
1000653,3.0,46.9135401046169
1000654,2.0,47.94034616205187
1000655,3.375,46.528487833078785
1000656,1.375,48.58209994794873
1000657,5.125,44.73157723256759
1000658,2.8125,47.10606624038596
1000659,2.0625,47.876170783462186
1000660,4.0625,45.822558668592244
1000661,2.125,47.8119954048725
1000663,3.75,46.14343556154067
1000664,2.0,47.94034616205187
1000665,1.1875,48.774626083717784
1000666,2.5,47.42694313333438
1000667,1.9375,48.004521540641555
1000669,1.9375,48.004521540641555
1000670,2.5625,47.362767754744695
1000671,1.6875,48.2612230550003
1000672,1.0625,48.90297684089715
1000673,2.0,47.94034616205187
1000676,1.1875,48.774626083717784
1000677,2.0625,47.876170783462186
1000679,4.5,45.37333101846444
1000680,2.125,47.8119954048725
1000682,3.8125,46.07926018295099
1000683,3.1875,46.72101396884784
1000684,3.125,46.78518934743753
1000685,2.125,47.8119954048725
1000690,3.5,46.400137075899416
1000692,2.875,47.04189086179627
1000693,2.75,47.170241618975645
1000694,1.5,48.45374919076936
1000695,5.125,44.73157723256759
1000696,2.0,47.94034616205187
1000697,3.5,46.400137075899416
1000698,2.625,47.298592376155014
1000699,2.1875,47.74782002628281
1000700,2.5,47.42694313333438
1000701,3.3125,46.59266321166847
1000702,1.75,48.19704767641061
1000703,1.125,48.838801462307465
1000704,1.125,48.838801462307465
1000705,0.625,49.352204491024956
1000706,1.75,48.19704767641061
1000707,1.375,48.58209994794873
1000708,3.125,46.78518934743753
1000709,1.0625,48.90297684089715
1000710,3.1875,46.72101396884784
1000711,2.6875,47.234416997565326
1000712,1.8125,48.132872297820924
1000713,0.625,49.352204491024956
1000714,2.25,47.68364464769313
1000715,3.5,46.400137075899416
1000716,1.375,48.58209994794873
1000717,2.5,47.42694313333438
1000718,3.5,46.400137075899416
1000719,1.25,48.710450705128096
1000720,1.4375,48.51792456935904
1000721,0.4375,49.544730626794006
1000722,1.1875,48.774626083717784
1000723,0.875,49.09550297666621
1000724,1.875,48.06869691923124
1000725,2.625,47.298592376155014
1000727,1.0625,48.90297684089715
1000728,3.0,46.9135401046169
1000729,3.5,46.400137075899416
1000731,2.9375,46.97771548320659
1000732,1.875,48.06869691923124
1000737,2.9375,46.97771548320659
1000740,2.875,47.04189086179627
1000741,0.875,49.09550297666621
1000743,2.375,47.55529389051375
1000745,1.375,48.58209994794873
1000746,2.375,47.55529389051375
1000747,1.6875,48.2612230550003
1000749,2.5,47.42694313333438
1000750,1.375,48.58209994794873
1000751,2.875,47.04189086179627
1000752,2.75,47.170241618975645
1000754,2.4375,47.49111851192407
1000755,2.375,47.55529389051375
1000756,3.8125,46.07926018295099
1000757,1.75,48.19704767641061
1000758,1.625,48.32539843358998
1000759,3.0625,46.84936472602721
1000760,2.375,47.55529389051375
1000761,1.875,48.06869691923124
1000762,2.25,47.68364464769313
1000763,0.9375,49.03132759807652
1000765,4.75,45.1166295041057
1000766,0.875,49.09550297666621
1000767,1.9375,48.004521540641555
1000768,1.125,48.838801462307465
1000770,3.5,46.400137075899416
1000771,1.375,48.58209994794873
1000772,4.4375,45.43750639705413
1000774,0.8125,49.1596783552559
1000776,0.625,49.352204491024956
1000777,0.5,49.480555248204325
1000778,2.375,47.55529389051375
1000779,3.0,46.9135401046169
1000780,3.625,46.271786318720046
1000781,1.6875,48.2612230550003
1000782,1.875,48.06869691923124
1000786,5.3125,44.53905109679853
1000787,3.625,46.271786318720046
1000788,3.5,46.400137075899416
1000789,1.4375,48.51792456935904
1000790,3.1875,46.72101396884784
1000793,3.125,46.78518934743753
1000794,2.25,47.68364464769313
1000795,3.75,46.14343556154067
1000796,1.4375,48.51792456935904
1000798,2.875,47.04189086179627
1000799,1.5,48.45374919076936
1000800,2.25,47.68364464769313
1000801,1.625,48.32539843358998
1000802,1.5,48.45374919076936
1000803,3.375,46.528487833078785
1000804,1.6875,48.2612230550003
1000805,4.75,45.1166295041057
1000806,1.625,48.32539843358998
1000807,2.5625,47.362767754744695
1000808,1.375,48.58209994794873
1000809,1.125,48.838801462307465
1000810,2.4375,47.49111851192407
1000811,2.3125,47.61946926910344
1000813,2.875,47.04189086179627
1000814,3.0,46.9135401046169
1000815,3.625,46.271786318720046
1000816,1.6875,48.2612230550003
1000817,1.8125,48.132872297820924
1000818,2.25,47.68364464769313
1000821,2.75,47.170241618975645
1000822,3.4375,46.4643124544891
1000823,2.5625,47.362767754744695
1000824,2.375,47.55529389051375
1000825,1.8125,48.132872297820924
1000826,2.25,47.68364464769313
1000827,4.25,45.630032532823186
1000828,3.0,46.9135401046169
1000829,1.375,48.58209994794873
1000830,2.25,47.68364464769313
1000831,1.4375,48.51792456935904
1000832,3.125,46.78518934743753
1000833,1.875,48.06869691923124
1000834,2.625,47.298592376155014
1000835,3.75,46.14343556154067
1000836,1.4375,48.51792456935904
1000837,1.625,48.32539843358998
1000838,2.5,47.42694313333438
1000839,2.375,47.55529389051375
1000840,2.125,47.8119954048725
1000841,1.75,48.19704767641061
1000842,1.4375,48.51792456935904
1000843,2.0625,47.876170783462186
1000844,0.3125,49.67308138397338
1000845,2.3125,47.61946926910344
1000849,2.3125,47.61946926910344
1000850,1.875,48.06869691923124
1000851,3.5625,46.33596169730973
1000852,3.875,46.0150848043613
1000855,1.0625,48.90297684089715
1000856,2.5,47.42694313333438
1000857,1.8125,48.132872297820924
1000858,3.0,46.9135401046169
1000859,3.125,46.78518934743753
1000860,2.8125,47.10606624038596
1000861,3.5,46.400137075899416
1000862,3.375,46.528487833078785
1000863,3.125,46.78518934743753
1000864,4.375,45.50168177564382
1000865,2.3125,47.61946926910344
1000866,4.875,44.98827874692633
1000867,2.3125,47.61946926910344
1000870,0.75,49.22385373384558
1000871,5.375,44.47487571820884
1000872,4.125,45.758383290002556
1000873,1.5625,48.38957381217967
1000874,1.75,48.19704767641061
1000875,2.5,47.42694313333438
1000876,2.1875,47.74782002628281
1000878,1.8125,48.132872297820924
1000879,3.75,46.14343556154067
1000880,0.8125,49.1596783552559
1000881,1.3125,48.64627532653841
1000882,1.5,48.45374919076936
1000883,2.125,47.8119954048725
1000884,2.1875,47.74782002628281
1000886,1.1875,48.774626083717784
1000887,0.6875,49.28802911243527
1000888,1.375,48.58209994794873
1000889,1.9375,48.004521540641555
1000891,0.9375,49.03132759807652
1000892,1.25,48.710450705128096
1000893,1.125,48.838801462307465
1000894,2.375,47.55529389051375
1000895,4.125,45.758383290002556
1000898,2.0,47.94034616205187
1000900,2.0,47.94034616205187
1000901,3.25,46.656838590258154
1000903,3.3125,46.59266321166847
1000904,0.875,49.09550297666621
1000905,1.375,48.58209994794873
1000906,0.625,49.352204491024956
1000907,4.1875,45.694207911412875
1000908,3.0625,46.84936472602721
1000909,3.5,46.400137075899416
1000910,1.6875,48.2612230550003
1000912,1.375,48.58209994794873
1000913,2.0,47.94034616205187
1000914,3.625,46.271786318720046
1000915,1.5,48.45374919076936
1000916,1.5,48.45374919076936
1000918,1.5,48.45374919076936
1000919,3.3125,46.59266321166847
1000920,1.375,48.58209994794873
1000922,4.625,45.24498026128507
1000923,2.0,47.94034616205187
1000924,1.4375,48.51792456935904
1000926,2.375,47.55529389051375
1000927,2.25,47.68364464769313
1000928,1.25,48.710450705128096
1000929,2.75,47.170241618975645
1000930,2.0,47.94034616205187
1000931,0.9375,49.03132759807652
1000934,0.75,49.22385373384558
1000935,2.125,47.8119954048725
1000936,1.25,48.710450705128096
1000937,1.5,48.45374919076936
1000940,2.375,47.55529389051375
1000942,3.25,46.656838590258154
1000944,1.1875,48.774626083717784
1000945,3.0,46.9135401046169
1000946,1.625,48.32539843358998
1000947,2.75,47.170241618975645
1000949,2.25,47.68364464769313
1000950,2.875,47.04189086179627
1000951,2.125,47.8119954048725
1000953,4.25,45.630032532823186
1000954,5.125,44.73157723256759
1000955,1.5,48.45374919076936
1000957,1.4375,48.51792456935904
1000958,0.6875,49.28802911243527
1000959,3.5625,46.33596169730973
1000960,1.375,48.58209994794873
1000961,1.25,48.710450705128096
1000962,2.0,47.94034616205187
1000963,2.25,47.68364464769313
1000964,0.875,49.09550297666621
1000965,3.125,46.78518934743753
1000966,0.5,49.480555248204325
1000968,1.0,48.96715221948684
1000969,1.5625,48.38957381217967
1000970,1.1875,48.774626083717784
1000971,0.8125,49.1596783552559
1000973,1.875,48.06869691923124
1000974,1.75,48.19704767641061
1000978,1.875,48.06869691923124
1000979,2.3125,47.61946926910344
1000980,1.875,48.06869691923124
1000981,1.125,48.838801462307465
1000982,2.75,47.170241618975645
1000983,2.875,47.04189086179627
1000984,2.875,47.04189086179627
1000985,2.375,47.55529389051375
1000987,1.125,48.838801462307465
1000988,1.125,48.838801462307465
1000989,1.6875,48.2612230550003
1000991,1.125,48.838801462307465
1000992,1.0,48.96715221948684
1000993,2.8125,47.10606624038596
1000994,2.25,47.68364464769313
1000995,2.125,47.8119954048725
1000996,4.5,45.37333101846444
1000999,4.125,45.758383290002556
1001000,0.75,49.22385373384558
1001002,3.875,46.0150848043613
1001003,1.6875,48.2612230550003
1001005,2.625,47.298592376155014
1001006,1.8125,48.132872297820924
1001007,1.0625,48.90297684089715
1001008,2.3125,47.61946926910344
1001009,2.125,47.8119954048725
1001010,3.0625,46.84936472602721
1001011,1.875,48.06869691923124
1001012,1.6875,48.2612230550003
1001013,2.375,47.55529389051375
1001014,0.375,49.608906005383695
1001015,3.5,46.400137075899416
1001016,2.375,47.55529389051375
1001017,2.3125,47.61946926910344
1001018,2.6875,47.234416997565326
1001019,1.3125,48.64627532653841
1001020,4.125,45.758383290002556
1001021,1.1875,48.774626083717784
1001022,1.5,48.45374919076936
1001023,2.5,47.42694313333438
1001024,2.75,47.170241618975645
1001025,1.25,48.710450705128096
1001026,2.4375,47.49111851192407
1001027,2.375,47.55529389051375
1001028,3.75,46.14343556154067
1001029,0.0625,49.92978289833212
